2024-08-05 12:37:12 200 [GET /api/v1/summoners/autocomplete?q=x&region=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 12]
2024-08-05 12:56:34 200 [GET /api/v1/leagues/by-summoner/ByzsxM_OH1DbpEYxaRNI7twMex1jbjM10KU5u2zVd4jR-1Ft HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 309]
2024-08-05 12:56:34 200 [GET /api/v1/rank/champions?puuid=Ra6IbLqQVQFKmDIpWa1V0BSFcSxvyaYPetOoCmbuL-F1jFO_dOA6PXnVdF19_5vQ4Qn_xN5EPXpqjw&season=23&platform=KR HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 955]
2024-08-05 12:56:36 200 [GET /api/v1/matches?puuid=Ra6IbLqQVQFKmDIpWa1V0BSFcSxvyaYPetOoCmbuL-F1jFO_dOA6PXnVdF19_5vQ4Qn_xN5EPXpqjw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 456115]
2024-08-05 12:56:37 200 [GET /api/v1/summoners/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 464]
2024-08-05 12:56:37 200 [GET /api/v1/rank/champions?puuid=Ra6IbLqQVQFKmDIpWa1V0BSFcSxvyaYPetOoCmbuL-F1jFO_dOA6PXnVdF19_5vQ4Qn_xN5EPXpqjw&season=23&platform=KR HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 955]
2024-08-05 12:56:37 200 [GET /api/v1/leagues/by-summoner/ByzsxM_OH1DbpEYxaRNI7twMex1jbjM10KU5u2zVd4jR-1Ft HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 309]
2024-08-05 12:56:39 200 [GET /api/v1/matches?puuid=Ra6IbLqQVQFKmDIpWa1V0BSFcSxvyaYPetOoCmbuL-F1jFO_dOA6PXnVdF19_5vQ4Qn_xN5EPXpqjw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%B9%98%ED%82%A8%EC%82%AC%EC%A4%AC%EB%8D%94%EB%8B%88%EB%8B%AD%EB%8B%A4%EB%A6%AC%EB%A7%8C%EA%B3%A8%EB%9D%BC%EB%A8%B9%EB%8A%94%EA%B9%80%EA%B2%AC-%EA%B9%80%20%EA%B2%AC] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 456115]
2024-08-05 12:57:24 200 [GET /api/v1/summoners/KR/%EC%A7%80%EC%9D%91%EC%84%B1-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%A7%80%EC%9D%91%EC%84%B1-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 430]
2024-08-05 12:57:24 200 [GET /api/v1/rank/champions?puuid=1wMNdELmND0pUiidfCx7zRZn8PcnRIrPFJowJBM_ek0tfxwPZY35eoxO_MHAYPFxIfZDsdo57RtqGA&season=23&platform=KR HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%A7%80%EC%9D%91%EC%84%B1-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 806]
2024-08-05 12:57:24 200 [GET /api/v1/leagues/by-summoner/IVJH714qvTg35w6PSuadXG8SCk1KK7EjeB5CqMRbhkf1zeW2LVtZ25Eqtw HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%A7%80%EC%9D%91%EC%84%B1-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 12:57:25 200 [GET /api/v1/matches?puuid=1wMNdELmND0pUiidfCx7zRZn8PcnRIrPFJowJBM_ek0tfxwPZY35eoxO_MHAYPFxIfZDsdo57RtqGA&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EC%A7%80%EC%9D%91%EC%84%B1-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 253560]
2024-08-05 12:57:28 200 [GET /api/v1/summoners/KR/DRX%20Sponge-KR2 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/DRX%20Sponge-KR2] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 430]
2024-08-05 12:57:28 200 [GET /api/v1/leagues/by-summoner/OQqBdEQQAfRaRPUs_oq4qTWItAFGjbqAN4E9UwZ-xWLa8xPcZ5pbSFQOGQ HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/DRX%20Sponge-KR2] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 27]
2024-08-05 12:57:28 200 [GET /api/v1/rank/champions?puuid=bh_qIB5M43SCCdYZyKw9G0Z4L9qHcUaifXWMPBdyZys8izGNNHKveIxsbc7fcQSjrEr_R6Q0QtYmuQ&season=23&platform=KR HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/DRX%20Sponge-KR2] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 940]
2024-08-05 12:57:37 200 [GET /api/v1/matches?puuid=bh_qIB5M43SCCdYZyKw9G0Z4L9qHcUaifXWMPBdyZys8izGNNHKveIxsbc7fcQSjrEr_R6Q0QtYmuQ&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/DRX%20Sponge-KR2] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 649371]
2024-08-05 12:58:45 200 [GET /api/v1/summoners/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 426]
2024-08-05 12:58:45 200 [GET /api/v1/rank/champions?puuid=zUl8SYXgRnIyMGoLCT6WOZcjPfrzffxBGPkCZ6gYMTRy_MqAPdwofYpYM4fLl5E7UoZGbqzItyMmiA&season=23&platform=KR HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 811]
2024-08-05 12:58:45 200 [GET /api/v1/leagues/by-summoner/Ikqo-is1YjnaXZIZSxLiXsvH0jGzRhxW7qB2fDHbNxU3Y0I HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 12:58:49 200 [GET /api/v1/matches?puuid=zUl8SYXgRnIyMGoLCT6WOZcjPfrzffxBGPkCZ6gYMTRy_MqAPdwofYpYM4fLl5E7UoZGbqzItyMmiA&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 401776]
2024-08-05 12:59:00 200 [GET /api/v1/summoners/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 426]
2024-08-05 12:59:00 200 [GET /api/v1/rank/champions?puuid=zUl8SYXgRnIyMGoLCT6WOZcjPfrzffxBGPkCZ6gYMTRy_MqAPdwofYpYM4fLl5E7UoZGbqzItyMmiA&season=23&platform=KR HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 12:59:00 200 [GET /api/v1/leagues/by-summoner/Ikqo-is1YjnaXZIZSxLiXsvH0jGzRhxW7qB2fDHbNxU3Y0I HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 309]
2024-08-05 12:59:17 200 [GET /api/v1/matches?puuid=zUl8SYXgRnIyMGoLCT6WOZcjPfrzffxBGPkCZ6gYMTRy_MqAPdwofYpYM4fLl5E7UoZGbqzItyMmiA&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/KR/%EB%A9%94%EA%B0%80%20%EC%98%81%EC%9E%AC-1116] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 671784]
2024-08-05 13:56:49 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 13:56:49 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 27]
2024-08-05 13:56:49 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 12]
2024-08-05 13:56:51 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667979]
2024-08-05 13:57:36 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 13:57:36 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 13:57:36 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 13:57:39 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667980]
2024-08-05 13:57:48 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 13:57:48 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 13:57:48 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 13:57:51 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667980]
2024-08-05 13:57:54 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 13:57:54 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 13:57:54 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 13:57:57 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667980]
2024-08-05 13:58:01 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 13:58:01 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 13:58:01 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 13:58:04 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667980]
2024-08-05 13:58:15 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 13:58:15 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 13:58:15 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 13:58:17 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667980]
2024-08-05 14:01:41 200 [GET /api/v1/summoners/kr/%ED%83%80%20%EC%9E%94-KR1 HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 408]
2024-08-05 14:01:41 200 [GET /api/v1/leagues/by-summoner/Mz-vHATI4ZveZDlKXBKfQpYQ_bBaFlzD-ylu90JC6FAwGVY HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 166]
2024-08-05 14:01:41 200 [GET /api/v1/rank/champions?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&season=23&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 956]
2024-08-05 14:01:42 200 [GET /api/v1/matches?puuid=b-_PLpGpgu2b4S1rP03ep8CbuzBsH7F8BXban4RuNEGejRStCACq0pF3vCYixaYajXgg9N07dxVrcw&pageNo=0&platform=kr HTTP/1.1: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 http://localhost:5173/summoner/kr/%ED%83%80%20%EC%9E%94-KR1] [Remote Host: 0:0:0:0:0:0:0:1] [Size: 667980]
